bloque,cadena,hash,zeros,intentos
angel00008b0a25c23e8fe53fad244272440f2481c2ee5131af4681c0b092ab1eb968,48474,00003f945bdbdd20112fc16c9e82e750ea9617a752e736fad393b0e7065baa72,16,48467
angel00003f945bdbdd20112fc16c9e82e750ea9617a752e736fad393b0e7065baa72,11822,0000c747a8ed4b012750bbcb0c5376bde561ac246200099fb4dfc5af9a86570b,16,11819
angel0000c747a8ed4b012750bbcb0c5376bde561ac246200099fb4dfc5af9a86570b,203756,0000b589c829103c33e8ef9d0df728ddef98531ff348702c46bff3aea6fd3228,16,203754
angel0000b589c829103c33e8ef9d0df728ddef98531ff348702c46bff3aea6fd3228,50175,000037da8f8d0e78c767b7227c08c9a1ff55e9f103b62fe41fd0297132a700d6,16,50175
angel000037da8f8d0e78c767b7227c08c9a1ff55e9f103b62fe41fd0297132a700d6,28805,000015a78ff09bb314fb9293e80c0866bc91899034a179fab854066daf469bf3,16,28803
angel000015a78ff09bb314fb9293e80c0866bc91899034a179fab854066daf469bf3,152739,000078d7610acf1244c25249198afead9f753ef4c19f9debca5ab94f1197afd4,16,152740
angel000078d7610acf1244c25249198afead9f753ef4c19f9debca5ab94f1197afd4,225432,0000768e4b90252d707dda1d218e3ffafac9b7bb9d6cf43e86fabc803e8fc45b,16,225427
angel0000768e4b90252d707dda1d218e3ffafac9b7bb9d6cf43e86fabc803e8fc45b,18405,0000830dc25fa3a9c9cf6d689498e6808b9f27ff5a656f91d1d471aa425564ea,16,18400
angel0000830dc25fa3a9c9cf6d689498e6808b9f27ff5a656f91d1d471aa425564ea,59381,00002959d20490eafb83ca7249eef8dd3146ecd8a8e1900e2e3cf3ccdbe42bb2,16,59382
angel00002959d20490eafb83ca7249eef8dd3146ecd8a8e1900e2e3cf3ccdbe42bb2,23580,0000722abc35aa59aa49e5d85c73cb9eb6b0461d0959cd954da0ff07feb12f96,16,23572
angel0000722abc35aa59aa49e5d85c73cb9eb6b0461d0959cd954da0ff07feb12f96,3501,00001f23cb47b2eb8a52cb6ff07f0bcde16d81d1f452a9b5d9ae00ebc6db5194,17,3501
angel00001f23cb47b2eb8a52cb6ff07f0bcde16d81d1f452a9b5d9ae00ebc6db5194,261433,0000758426ddc4d8af130ac7fa559e4f8bfae65686721d533716056e5f9cbbf8,17,261432
angel0000758426ddc4d8af130ac7fa559e4f8bfae65686721d533716056e5f9cbbf8,76278,00003ebafe7e7d3570513e948ff363350fb87f9265d21559fca1633570b453ef,17,76273
angel00003ebafe7e7d3570513e948ff363350fb87f9265d21559fca1633570b453ef,15973,00000ca4afea88a3563a5ca933698840bed1cdc89ae8681e267e9323f40390f6,17,15974
angel00000ca4afea88a3563a5ca933698840bed1cdc89ae8681e267e9323f40390f6,190166,0000265ed5396e4b0a4c826b543c286c1afce9d9ae149ae6d495b10573037ab9,17,190164
angel0000265ed5396e4b0a4c826b543c286c1afce9d9ae149ae6d495b10573037ab9,103073,0000164fb5247fbd0e7d296cf41727bd83594889d0c089faf013d733f76325b1,17,103066
angel0000164fb5247fbd0e7d296cf41727bd83594889d0c089faf013d733f76325b1,37580,00001aeb109d54f4f59ba608a8f1487a36bb512e7721faa55c99e42210956d1a,17,37574
angel00001aeb109d54f4f59ba608a8f1487a36bb512e7721faa55c99e42210956d1a,153430,00001710d526007334db69e355124591c753800b36ed5154ee146c1f1d239c09,17,153424
angel00001710d526007334db69e355124591c753800b36ed5154ee146c1f1d239c09,50434,00007b828324eaeb70009e5288933dabdfeb893aaa8df1dc8037ca170c5c7814,17,50429
angel00007b828324eaeb70009e5288933dabdfeb893aaa8df1dc8037ca170c5c7814,20633,000049611f6a4151ba1b084ef30868d3f07f35048611b531678925341dd03083,17,20627
angel000049611f6a4151ba1b084ef30868d3f07f35048611b531678925341dd03083,61267,0000267f0c759b67deb78d1782b33bfad455555ad9dfadb03d3e55699e553dcb,18,61260
angel0000267f0c759b67deb78d1782b33bfad455555ad9dfadb03d3e55699e553dcb,748631,00003883999c24d28e9294453dd911b6595701da240eb8009056846e8248fd19,18,748632
angel00003883999c24d28e9294453dd911b6595701da240eb8009056846e8248fd19,591204,000012b6c9dfc410f947676063d149a97980c2d6d05506d710d32008d722cbca,18,591202
angel000012b6c9dfc410f947676063d149a97980c2d6d05506d710d32008d722cbca,651683,0000360c62bca49a3b5834e0f22ed6ec0e53d74263bafbf54f3bdaa3bedcb539,18,651677
angel0000360c62bca49a3b5834e0f22ed6ec0e53d74263bafbf54f3bdaa3bedcb539,71483,000033a335c10110deb20abd4324a102dac966d142b36f45cad94bdf6a9b4dd1,18,71477
angel000033a335c10110deb20abd4324a102dac966d142b36f45cad94bdf6a9b4dd1,387234,0000172e4d91d97afd25a990f1177644231ecc6cbd6c948bc84f7f7005e93bc1,18,387235
angel0000172e4d91d97afd25a990f1177644231ecc6cbd6c948bc84f7f7005e93bc1,112551,00003a5741ff2c7d5224a33f63ca7692b6d300c20d6fe279e1af0de7db711a6b,18,112547
angel00003a5741ff2c7d5224a33f63ca7692b6d300c20d6fe279e1af0de7db711a6b,102226,00000bd2da2bbc87de87e149f747f46c94ea1390a8ee2a5b3f4dd12095f219de,18,102225
angel00000bd2da2bbc87de87e149f747f46c94ea1390a8ee2a5b3f4dd12095f219de,24043,00002343c8d760ae5b7956c70a52bbd9869a290e8b361bd96f710514929eb479,18,24037
angel00002343c8d760ae5b7956c70a52bbd9869a290e8b361bd96f710514929eb479,72472,00000a5ebb6bb803715ecd589613d7f700b038559ad97f5a0f626cf7dde9348d,18,72466
angel00000a5ebb6bb803715ecd589613d7f700b038559ad97f5a0f626cf7dde9348d,186575,00000e7b57e0fcf7fb19c43a5c1e7960401d6e0eacf71967b4a3ddd4f8bfd517,19,186575
angel00000e7b57e0fcf7fb19c43a5c1e7960401d6e0eacf71967b4a3ddd4f8bfd517,1011970,000016511368344c0ea928b2f6b635b17a2fff4255012f392fbc480c9aa65b3f,19,1011967
angel000016511368344c0ea928b2f6b635b17a2fff4255012f392fbc480c9aa65b3f,16591,00001fa99ddcf8acf3db9ae9083a7d4ac11c387693411cd316271e248137f0f2,19,16583
angel00001fa99ddcf8acf3db9ae9083a7d4ac11c387693411cd316271e248137f0f2,1608940,000000e2cfb3ca79750a3e8cf038c77c60ca9ddbc76e52a2b62a399a739efd87,19,1608938
angel000000e2cfb3ca79750a3e8cf038c77c60ca9ddbc76e52a2b62a399a739efd87,694874,00001c50efe24d171ed9ae55c38a8d122db0969e3381a99e7c957988b9c8dcfe,19,694870
angel00001c50efe24d171ed9ae55c38a8d122db0969e3381a99e7c957988b9c8dcfe,420405,000018e6eb1bacf3fc75022614a65e8ea9dcb13c8ed173808a18cac1629837bd,19,420406
angel000018e6eb1bacf3fc75022614a65e8ea9dcb13c8ed173808a18cac1629837bd,559924,00000345fdabcc24dc1f88f12962b736c9674d0ef4282f8aebe13ea01e223974,19,559919
angel00000345fdabcc24dc1f88f12962b736c9674d0ef4282f8aebe13ea01e223974,412524,000012946cb5290d3690d75fff5370ef250338af67ed9933c5313efe0356dca7,19,412523
angel000012946cb5290d3690d75fff5370ef250338af67ed9933c5313efe0356dca7,535732,00001a93a7910c702b67561c92075d9bf72bcfcc1de9809a430d684539cc94af,19,535732
angel00001a93a7910c702b67561c92075d9bf72bcfcc1de9809a430d684539cc94af,639146,000004c9298ca72ccf376f24e19ebf23b2788409fb35acb4c5949f8e06d2277b,19,639146
angel000004c9298ca72ccf376f24e19ebf23b2788409fb35acb4c5949f8e06d2277b,2478297,00000b5a384759f19a4e3ad3b7476ad5b1fe30b81e198ef848209f0dacde2beb,20,2478293
angel00000b5a384759f19a4e3ad3b7476ad5b1fe30b81e198ef848209f0dacde2beb,37861,0000063c176b87cd2683833ac3c5307f13c984b211f845cc5a49a44248f37549,20,37861
angel0000063c176b87cd2683833ac3c5307f13c984b211f845cc5a49a44248f37549,1739004,0000015e6804a6a554fc520ff7a0170cf6e10fe6bea63e06bf806d8291311738,20,1739001
angel0000015e6804a6a554fc520ff7a0170cf6e10fe6bea63e06bf806d8291311738,3006285,0000037c33243a7207988b9da18f348a7e18a507c69860233e0b91be90df2825,20,3006285
angel0000037c33243a7207988b9da18f348a7e18a507c69860233e0b91be90df2825,28237,000006af5184b426f03de9f482035e3374c2dda850fd681e1f6501ea99d5f611,20,28235
angel000006af5184b426f03de9f482035e3374c2dda850fd681e1f6501ea99d5f611,102966,00000135410468459bd5647911017ae6592c9a12e477939582a34492bf9ec566,20,102958
angel00000135410468459bd5647911017ae6592c9a12e477939582a34492bf9ec566,668218,00000035b6bd3de7c45a0278154b3ebf3d0d4bb41beba817d88b4a6beed28b9f,20,668214
angel00000035b6bd3de7c45a0278154b3ebf3d0d4bb41beba817d88b4a6beed28b9f,28498,00000630b907a8983cd918c78942a13d92f320a1956bb722cf82999d3404b8d9,20,28498
angel00000630b907a8983cd918c78942a13d92f320a1956bb722cf82999d3404b8d9,483890,00000faa472443d0644ab8f754365321f0517f4cea9ba4fabe6e899f6816c746,20,483886
angel00000faa472443d0644ab8f754365321f0517f4cea9ba4fabe6e899f6816c746,151821,0000089e4d558a38d248e9a95a2fd4dbf17a12bbbc81266faeb26f1a01f94326,20,151816
